archetype,read_month,read_type_of_day,read_hh,n_puprn,elec_imp_mean,elec_imp_50th,elec_imp_75th,elec_imp_25th,elec_imp_90th,elec_imp_10th
G22,aug,weekday,18,529,5.29E-05,5.01E-05,6.42E-05,3.68E-05,7.99E-05,2.66E-05
G22,aug,weekday,19,529,5.45E-05,5.23E-05,6.71E-05,3.86E-05,8.34E-05,2.69E-05
G22,aug,weekday,20,529,5.38E-05,5.11E-05,6.67E-05,3.96E-05,7.99E-05,2.85E-05
G22,aug,weekday,21,529,5.37E-05,5.18E-05,6.70E-05,3.90E-05,8.00E-05,2.82E-05
G22,aug,weekday,22,529,5.27E-05,5.02E-05,6.42E-05,3.95E-05,7.84E-05,2.91E-05
G22,aug,weekday,23,529,5.24E-05,5.02E-05,6.36E-05,3.75E-05,7.76E-05,2.77E-05
G22,aug,weekday,24,529,5.25E-05,4.99E-05,6.40E-05,3.75E-05,7.72E-05,3.00E-05
G22,aug,weekday,25,529,5.31E-05,5.16E-05,6.54E-05,3.74E-05,7.89E-05,2.92E-05
G22,aug,weekday,26,529,5.37E-05,5.15E-05,6.49E-05,3.91E-05,8.28E-05,2.99E-05
G22,aug,weekday,27,529,5.32E-05,5.06E-05,6.55E-05,4.05E-05,7.82E-05,2.94E-05
G22,aug,weekday,28,529,5.16E-05,5.06E-05,6.33E-05,3.80E-05,7.65E-05,2.91E-05
G22,aug,weekday,29,529,4.98E-05,4.73E-05,6.07E-05,3.66E-05,7.42E-05,2.74E-05
G22,aug,weekday,30,529,4.86E-05,4.69E-05,5.89E-05,3.71E-05,7.16E-05,2.61E-05
G22,aug,weekday,31,529,4.87E-05,4.69E-05,5.87E-05,3.63E-05,7.37E-05,2.75E-05
G22,aug,weekday,32,529,5.02E-05,4.70E-05,6.06E-05,3.59E-05,7.76E-05,2.74E-05
G22,aug,weekday,33,529,5.54E-05,5.20E-05,6.65E-05,4.00E-05,8.32E-05,2.98E-05
G22,aug,weekday,34,529,6.37E-05,5.88E-05,7.81E-05,4.41E-05,0.000100424,3.25E-05
G22,aug,weekday,35,529,7.31E-05,6.56E-05,9.23E-05,4.84E-05,0.000116154,3.54E-05
G22,aug,weekday,36,529,7.54E-05,6.95E-05,9.20E-05,5.10E-05,0.000122893,3.87E-05
G22,aug,weekday,37,529,7.32E-05,6.85E-05,8.99E-05,5.07E-05,0.000112717,3.88E-05
G22,aug,weekday,38,529,7.12E-05,6.50E-05,8.47E-05,5.09E-05,0.000110224,3.97E-05
G22,aug,weekday,39,529,7.00E-05,6.43E-05,8.42E-05,5.10E-05,0.000108663,3.81E-05
G22,aug,weekday,40,529,6.89E-05,6.69E-05,8.34E-05,5.00E-05,0.000103428,3.80E-05
G22,aug,weekday,41,529,6.89E-05,6.57E-05,8.16E-05,5.12E-05,9.94E-05,3.85E-05
G22,aug,weekday,42,529,6.75E-05,6.45E-05,8.19E-05,5.04E-05,0.000100855,3.70E-05
G22,aug,weekday,43,529,6.53E-05,6.22E-05,7.79E-05,4.62E-05,0.000101315,3.42E-05
G22,aug,weekday,44,529,6.03E-05,5.74E-05,7.33E-05,4.29E-05,8.88E-05,3.13E-05
G22,aug,weekday,45,529,5.42E-05,5.13E-05,6.59E-05,3.76E-05,8.21E-05,2.81E-05
G22,aug,weekday,46,529,4.81E-05,4.48E-05,5.87E-05,3.27E-05,7.41E-05,2.44E-05
G22,aug,weekday,47,529,4.17E-05,3.87E-05,5.11E-05,2.82E-05,6.92E-05,2.19E-05
G22,aug,weekday,48,529,3.66E-05,3.22E-05,4.42E-05,2.39E-05,6.05E-05,1.84E-05
G22,aug,weekend,1,529,3.43E-05,3.01E-05,4.03E-05,2.12E-05,5.39E-05,1.58E-05
G22,aug,weekend,2,529,3.05E-05,2.64E-05,3.68E-05,1.92E-05,5.01E-05,1.46E-05
G22,aug,weekend,3,529,2.77E-05,2.47E-05,3.38E-05,1.83E-05,4.41E-05,1.37E-05
G22,aug,weekend,4,529,2.63E-05,2.34E-05,3.16E-05,1.76E-05,4.20E-05,1.35E-05
G22,aug,weekend,5,529,2.46E-05,2.22E-05,2.97E-05,1.67E-05,3.84E-05,1.25E-05
G22,aug,weekend,6,529,2.35E-05,2.07E-05,2.80E-05,1.58E-05,3.71E-05,1.24E-05
G22,aug,weekend,7,529,2.31E-05,2.09E-05,2.75E-05,1.59E-05,3.55E-05,1.19E-05
G22,aug,weekend,8,529,2.22E-05,2.01E-05,2.66E-05,1.53E-05,3.48E-05,1.21E-05
G22,aug,weekend,9,529,2.20E-05,2.00E-05,2.68E-05,1.51E-05,3.36E-05,1.15E-05
G22,aug,weekend,10,529,2.21E-05,1.98E-05,2.65E-05,1.52E-05,3.35E-05,1.17E-05
G22,aug,weekend,11,529,2.22E-05,2.01E-05,2.61E-05,1.51E-05,3.41E-05,1.18E-05
G22,aug,weekend,12,529,2.30E-05,2.03E-05,2.73E-05,1.57E-05,3.55E-05,1.22E-05
G22,aug,weekend,13,529,2.58E-05,2.21E-05,2.97E-05,1.66E-05,3.90E-05,1.28E-05
G22,aug,weekend,14,529,2.92E-05,2.52E-05,3.48E-05,1.84E-05,4.74E-05,1.45E-05
G22,aug,weekend,15,529,3.42E-05,2.86E-05,4.08E-05,1.96E-05,5.54E-05,1.48E-05
G22,aug,weekend,16,529,4.02E-05,3.29E-05,4.76E-05,2.36E-05,7.10E-05,1.76E-05
G22,aug,weekend,17,529,4.61E-05,4.11E-05,5.71E-05,2.75E-05,7.57E-05,1.90E-05
G22,aug,weekend,18,529,5.04E-05,4.44E-05,6.24E-05,3.07E-05,8.66E-05,2.18E-05
G22,aug,weekend,19,529,5.66E-05,5.16E-05,7.14E-05,3.53E-05,9.37E-05,2.43E-05
G22,aug,weekend,20,529,5.94E-05,5.44E-05,7.43E-05,3.78E-05,9.80E-05,2.75E-05
G22,aug,weekend,21,529,5.93E-05,5.55E-05,7.64E-05,3.95E-05,9.59E-05,2.78E-05
G22,aug,weekend,22,529,5.98E-05,5.63E-05,7.58E-05,3.87E-05,9.61E-05,2.75E-05
G22,aug,weekend,23,529,6.05E-05,5.47E-05,7.59E-05,4.04E-05,9.90E-05,2.68E-05
G22,aug,weekend,24,529,6.32E-05,5.78E-05,7.95E-05,3.98E-05,0.000102416,2.66E-05
G22,aug,weekend,25,529,6.43E-05,5.81E-05,8.05E-05,4.10E-05,0.000106759,3.06E-05
G22,aug,weekend,26,529,6.33E-05,5.87E-05,7.86E-05,4.17E-05,0.000102586,2.80E-05
G22,aug,weekend,27,529,6.10E-05,5.58E-05,7.43E-05,4.14E-05,9.82E-05,2.89E-05
G22,aug,weekend,28,529,5.83E-05,5.33E-05,7.31E-05,3.79E-05,9.59E-05,2.79E-05
G22,aug,weekend,29,529,5.64E-05,5.25E-05,7.03E-05,3.76E-05,9.43E-05,2.65E-05
G22,aug,weekend,30,529,5.56E-05,5.10E-05,7.01E-05,3.56E-05,9.39E-05,2.59E-05
G22,aug,weekend,31,529,5.60E-05,5.20E-05,7.06E-05,3.46E-05,9.53E-05,2.66E-05
G22,aug,weekend,32,529,5.70E-05,5.08E-05,7.05E-05,3.60E-05,9.50E-05,2.67E-05
G22,aug,weekend,33,529,6.32E-05,5.75E-05,7.98E-05,3.90E-05,0.00010919,2.68E-05
G22,aug,weekend,34,529,6.93E-05,6.17E-05,8.51E-05,4.37E-05,0.000118377,3.06E-05
G22,aug,weekend,35,529,7.70E-05,6.89E-05,9.95E-05,4.73E-05,0.000133643,3.25E-05
G22,aug,weekend,36,529,7.79E-05,6.95E-05,9.95E-05,4.99E-05,0.000133452,3.43E-05
G22,aug,weekend,37,529,7.36E-05,6.61E-05,9.28E-05,4.60E-05,0.000123467,3.51E-05
G22,aug,weekend,38,529,7.01E-05,6.44E-05,8.78E-05,4.61E-05,0.000114709,3.38E-05
G22,aug,weekend,39,529,6.92E-05,6.46E-05,8.71E-05,4.50E-05,0.000109924,3.49E-05
G22,aug,weekend,40,529,6.96E-05,6.49E-05,8.75E-05,4.71E-05,0.000107225,3.46E-05
G22,aug,weekend,41,529,6.83E-05,6.40E-05,8.50E-05,4.68E-05,0.000109913,3.49E-05
G22,aug,weekend,42,529,6.65E-05,6.13E-05,8.16E-05,4.66E-05,0.00010622,3.29E-05
G22,aug,weekend,43,529,6.28E-05,5.82E-05,7.57E-05,4.18E-05,9.69E-05,3.16E-05
G22,aug,weekend,44,529,5.89E-05,5.34E-05,7.22E-05,4.01E-05,9.24E-05,3.01E-05
G22,aug,weekend,45,529,5.30E-05,4.90E-05,6.42E-05,3.56E-05,8.56E-05,2.65E-05
G22,aug,weekend,46,529,4.77E-05,4.37E-05,5.73E-05,3.25E-05,7.50E-05,2.34E-05
G22,aug,weekend,47,529,4.07E-05,3.79E-05,4.92E-05,2.74E-05,6.83E-05,2.02E-05
G22,aug,weekend,48,529,3.67E-05,3.31E-05,4.50E-05,2.37E-05,6.06E-05,1.74E-05
G22,dec,weekday,1,529,3.89E-05,3.36E-05,4.63E-05,2.37E-05,6.69E-05,1.80E-05
G22,dec,weekday,2,529,3.49E-05,2.95E-05,4.14E-05,2.07E-05,6.05E-05,1.62E-05
G22,dec,weekday,3,529,3.28E-05,2.71E-05,3.91E-05,1.96E-05,5.47E-05,1.51E-05
G22,dec,weekday,4,529,3.09E-05,2.44E-05,3.57E-05,1.89E-05,5.08E-05,1.43E-05
G22,dec,weekday,5,529,3.03E-05,2.41E-05,3.39E-05,1.84E-05,4.89E-05,1.42E-05
G22,dec,weekday,6,529,2.98E-05,2.33E-05,3.30E-05,1.78E-05,5.20E-05,1.35E-05
G22,dec,weekday,7,529,2.90E-05,2.27E-05,3.22E-05,1.76E-05,4.85E-05,1.33E-05
G22,dec,weekday,8,529,2.78E-05,2.23E-05,3.11E-05,1.74E-05,4.53E-05,1.31E-05
G22,dec,weekday,9,529,2.76E-05,2.30E-05,3.09E-05,1.74E-05,4.58E-05,1.33E-05
G22,dec,weekday,10,529,2.79E-05,2.28E-05,3.24E-05,1.73E-05,4.74E-05,1.36E-05
G22,dec,weekday,11,529,3.03E-05,2.41E-05,3.49E-05,1.79E-05,4.83E-05,1.37E-05
G22,dec,weekday,12,529,3.31E-05,2.72E-05,3.84E-05,1.97E-05,5.79E-05,1.53E-05
G22,dec,weekday,13,529,4.06E-05,3.31E-05,4.82E-05,2.35E-05,7.22E-05,1.74E-05
G22,dec,weekday,14,529,5.22E-05,4.42E-05,6.27E-05,3.18E-05,8.75E-05,2.16E-05
G22,dec,weekday,15,529,7.05E-05,6.22E-05,8.10E-05,4.43E-05,0.000117064,3.11E-05
G22,dec,weekday,16,529,7.80E-05,7.05E-05,9.17E-05,5.46E-05,0.000124387,4.09E-05
G22,dec,weekday,17,529,7.62E-05,7.02E-05,9.00E-05,5.41E-05,0.000120302,3.90E-05
G22,dec,weekday,18,529,7.18E-05,6.80E-05,8.82E-05,4.91E-05,0.000107097,3.87E-05
G22,dec,weekday,19,529,7.37E-05,6.81E-05,8.83E-05,5.27E-05,0.000108537,4.02E-05
G22,dec,weekday,20,529,7.37E-05,6.84E-05,8.72E-05,5.29E-05,0.000111199,4.05E-05
G22,dec,weekday,21,529,7.27E-05,6.81E-05,8.55E-05,5.36E-05,0.000109146,4.13E-05
G22,dec,weekday,22,529,7.27E-05,6.85E-05,8.67E-05,5.31E-05,0.000106912,4.11E-05
G22,dec,weekday,23,529,7.21E-05,6.78E-05,8.62E-05,5.26E-05,0.000102007,4.14E-05
G22,dec,weekday,24,529,7.41E-05,6.83E-05,8.76E-05,5.48E-05,0.000108933,4.29E-05
G22,dec,weekday,25,529,7.56E-05,7.06E-05,9.24E-05,5.62E-05,0.00010912,4.55E-05
G22,dec,weekday,26,529,7.70E-05,7.29E-05,9.24E-05,5.80E-05,0.000109651,4.72E-05
G22,dec,weekday,27,529,7.60E-05,7.29E-05,8.80E-05,5.84E-05,0.00010934,4.68E-05
G22,dec,weekday,28,529,7.42E-05,7.11E-05,8.59E-05,5.54E-05,0.000105267,4.44E-05
G22,dec,weekday,29,529,7.28E-05,6.99E-05,8.50E-05,5.47E-05,0.000103712,4.34E-05
G22,dec,weekday,30,529,7.17E-05,6.73E-05,8.34E-05,5.45E-05,9.86E-05,4.46E-05
G22,dec,weekday,31,529,7.14E-05,6.80E-05,8.39E-05,5.40E-05,0.000102616,4.42E-05
G22,dec,weekday,32,529,8.03E-05,7.61E-05,9.36E-05,6.17E-05,0.000112041,5.08E-05
G22,dec,weekday,33,529,9.46E-05,8.92E-05,0.000107937,7.32E-05,0.000133314,5.96E-05
G22,dec,weekday,34,529,0.000107772,0.000101114,0.000126488,8.28E-05,0.000154868,6.74E-05
G22,dec,weekday,35,529,0.000117723,0.000110905,0.000145152,8.79E-05,0.000176926,6.96E-05
G22,dec,weekday,36,529,0.000118588,0.000111381,0.000138898,9.00E-05,0.000172345,7.39E-05
G22,dec,weekday,37,529,0.000114369,0.000107811,0.00013384,8.83E-05,0.000162034,7.37E-05
G22,dec,weekday,38,529,0.000108147,0.000103053,0.000126241,8.35E-05,0.000153292,6.89E-05
G22,dec,weekday,39,529,0.000105523,0.000101681,0.000124233,8.00E-05,0.000146088,6.58E-05
G22,dec,weekday,40,529,0.00010263,9.69E-05,0.000121783,7.98E-05,0.000144532,6.51E-05
G22,dec,weekday,41,529,9.63E-05,9.14E-05,0.000113248,7.46E-05,0.000133915,6.19E-05
G22,dec,weekday,42,529,8.92E-05,8.43E-05,0.000104799,7.02E-05,0.000124978,5.54E-05
G22,dec,weekday,43,529,8.36E-05,7.80E-05,9.81E-05,6.37E-05,0.000123048,4.98E-05
G22,dec,weekday,44,529,7.62E-05,7.28E-05,9.20E-05,5.69E-05,0.000108435,4.36E-05
G22,dec,weekday,45,529,6.78E-05,6.40E-05,8.21E-05,4.97E-05,0.000100924,3.82E-05
G22,dec,weekday,46,529,6.02E-05,5.61E-05,7.39E-05,4.20E-05,9.33E-05,3.13E-05
G22,dec,weekday,47,529,5.18E-05,4.68E-05,6.46E-05,3.40E-05,8.37E-05,2.48E-05
G22,dec,weekday,48,529,4.57E-05,4.07E-05,5.66E-05,2.93E-05,7.32E-05,2.20E-05
G22,dec,weekend,1,529,4.24E-05,3.45E-05,5.18E-05,2.41E-05,7.61E-05,1.84E-05
G22,dec,weekend,2,529,3.78E-05,3.08E-05,4.44E-05,2.10E-05,7.03E-05,1.57E-05
G22,dec,weekend,3,529,3.48E-05,2.77E-05,4.42E-05,1.90E-05,6.74E-05,1.48E-05
G22,dec,weekend,4,529,3.26E-05,2.60E-05,3.89E-05,1.80E-05,5.71E-05,1.35E-05
G22,dec,weekend,5,529,3.10E-05,2.45E-05,3.54E-05,1.74E-05,5.52E-05,1.34E-05
G22,dec,weekend,6,529,3.03E-05,2.32E-05,3.28E-05,1.71E-05,5.20E-05,1.32E-05
G22,dec,weekend,7,529,2.94E-05,2.28E-05,3.30E-05,1.65E-05,5.03E-05,1.28E-05
G22,dec,weekend,8,529,2.88E-05,2.22E-05,3.21E-05,1.65E-05,5.37E-05,1.20E-05
G22,dec,weekend,9,529,2.79E-05,2.23E-05,3.15E-05,1.62E-05,4.75E-05,1.26E-05
G22,dec,weekend,10,529,2.76E-05,2.20E-05,3.21E-05,1.63E-05,4.97E-05,1.24E-05
G22,dec,weekend,11,529,2.93E-05,2.24E-05,3.28E-05,1.66E-05,4.96E-05,1.30E-05
G22,dec,weekend,12,529,3.17E-05,2.48E-05,3.57E-05,1.79E-05,5.66E-05,1.35E-05
G22,dec,weekend,13,529,3.40E-05,2.66E-05,4.05E-05,1.91E-05,6.01E-05,1.43E-05
G22,dec,weekend,14,529,3.96E-05,3.29E-05,4.63E-05,2.15E-05,7.13E-05,1.59E-05
G22,dec,weekend,15,529,4.77E-05,3.98E-05,6.08E-05,2.57E-05,8.41E-05,1.86E-05
G22,dec,weekend,16,529,5.98E-05,4.88E-05,7.36E-05,3.41E-05,0.000111666,2.15E-05
G22,dec,weekend,17,529,7.21E-05,6.24E-05,9.05E-05,3.99E-05,0.000132397,2.70E-05
G22,dec,weekend,18,529,8.15E-05,7.05E-05,9.96E-05,4.92E-05,0.000141391,3.20E-05
G22,dec,weekend,19,529,8.47E-05,7.66E-05,0.000101512,5.30E-05,0.000137122,3.71E-05
G22,dec,weekend,20,529,8.61E-05,7.68E-05,0.000108288,5.36E-05,0.000137266,4.03E-05
G22,dec,weekend,21,529,8.74E-05,8.04E-05,0.000108863,5.73E-05,0.000138754,4.22E-05
G22,dec,weekend,22,529,8.99E-05,8.20E-05,0.000107248,5.99E-05,0.000141773,4.21E-05
G22,dec,weekend,23,529,9.16E-05,8.13E-05,0.0001097,6.13E-05,0.000151414,4.41E-05
G22,dec,weekend,24,529,9.27E-05,8.14E-05,0.000114944,6.17E-05,0.000147379,4.41E-05
G22,dec,weekend,25,529,9.53E-05,8.39E-05,0.000114807,6.41E-05,0.000149825,4.69E-05
G22,dec,weekend,26,529,9.65E-05,8.95E-05,0.000116819,6.31E-05,0.000163018,4.58E-05
G22,dec,weekend,27,529,9.44E-05,8.65E-05,0.000112594,6.43E-05,0.000150418,4.45E-05
G22,dec,weekend,28,529,9.25E-05,8.61E-05,0.000114978,6.12E-05,0.000148302,4.57E-05
G22,dec,weekend,29,529,8.90E-05,8.23E-05,0.000109061,5.85E-05,0.000141111,3.99E-05
G22,dec,weekend,30,529,8.72E-05,7.98E-05,0.000107991,5.99E-05,0.000137532,4.13E-05
G22,dec,weekend,31,529,9.07E-05,8.14E-05,0.000112012,6.01E-05,0.000146969,4.27E-05
G22,dec,weekend,32,529,9.57E-05,8.66E-05,0.000119139,6.42E-05,0.000151192,4.78E-05
G22,dec,weekend,33,529,0.000109208,9.95E-05,0.000136057,7.49E-05,0.00016753,5.66E-05
G22,dec,weekend,34,529,0.000116919,0.000108007,0.000144621,7.97E-05,0.000184443,5.88E-05
G22,dec,weekend,35,529,0.000123018,0.000112665,0.000146438,8.31E-05,0.00020139,6.51E-05
G22,dec,weekend,36,529,0.000122193,0.000114133,0.000152652,8.34E-05,0.000187927,6.41E-05
G22,dec,weekend,37,529,0.000119692,0.000110524,0.000145078,8.20E-05,0.000181976,6.17E-05
G22,dec,weekend,38,529,0.000114156,0.000106379,0.000136502,8.03E-05,0.00017865,6.07E-05
G22,dec,weekend,39,529,0.00010711,9.98E-05,0.000130718,7.66E-05,0.000164165,5.80E-05
G22,dec,weekend,40,529,0.000103222,9.21E-05,0.000128112,7.12E-05,0.000166603,5.51E-05
G22,dec,weekend,41,529,9.54E-05,8.79E-05,0.000116197,6.52E-05,0.000151721,5.15E-05
G22,dec,weekend,42,529,8.96E-05,8.11E-05,0.000108748,6.13E-05,0.000140136,4.69E-05
G22,dec,weekend,43,529,8.36E-05,7.55E-05,0.000101428,5.69E-05,0.000134713,4.13E-05
G22,dec,weekend,44,529,7.71E-05,7.14E-05,9.70E-05,5.19E-05,0.00012263,3.74E-05
G22,dec,weekend,45,529,6.85E-05,6.21E-05,8.58E-05,4.56E-05,0.000108938,3.32E-05
G22,dec,weekend,46,529,6.09E-05,5.38E-05,7.71E-05,3.74E-05,9.96E-05,2.76E-05
G22,dec,weekend,47,529,5.35E-05,4.61E-05,6.78E-05,3.22E-05,9.16E-05,2.26E-05
G22,dec,weekend,48,529,4.76E-05,4.14E-05,5.94E-05,2.79E-05,8.13E-05,1.92E-05
G22,feb,weekday,1,529,3.58E-05,3.01E-05,4.17E-05,2.21E-05,6.25E-05,1.66E-05
G22,feb,weekday,2,529,3.22E-05,2.71E-05,3.65E-05,2.02E-05,5.39E-05,1.55E-05
G22,feb,weekday,3,529,3.01E-05,2.49E-05,3.38E-05,1.85E-05,4.78E-05,1.43E-05
G22,feb,weekday,4,529,2.87E-05,2.37E-05,3.24E-05,1.79E-05,4.59E-05,1.35E-05
G22,feb,weekday,5,529,2.81E-05,2.29E-05,3.10E-05,1.73E-05,4.41E-05,1.35E-05
G22,feb,weekday,6,529,2.78E-05,2.21E-05,3.03E-05,1.65E-05,4.51E-05,1.37E-05
G22,feb,weekday,7,529,2.69E-05,2.19E-05,2.94E-05,1.65E-05,4.29E-05,1.27E-05
G22,feb,weekday,8,529,2.62E-05,2.13E-05,2.95E-05,1.62E-05,4.17E-05,1.30E-05
G22,feb,weekday,9,529,2.59E-05,2.16E-05,2.98E-05,1.62E-05,4.25E-05,1.29E-05
G22,feb,weekday,10,529,2.65E-05,2.21E-05,3.05E-05,1.62E-05,4.18E-05,1.29E-05
G22,feb,weekday,11,529,2.89E-05,2.30E-05,3.23E-05,1.73E-05,4.80E-05,1.35E-05
G22,feb,weekday,12,529,3.19E-05,2.59E-05,3.69E-05,1.89E-05,5.56E-05,1.51E-05
G22,feb,weekday,13,529,4.09E-05,3.27E-05,4.83E-05,2.33E-05,7.28E-05,1.75E-05
G22,feb,weekday,14,529,5.42E-05,4.39E-05,6.74E-05,3.08E-05,8.89E-05,2.20E-05
G22,feb,weekday,15,529,7.60E-05,6.46E-05,9.14E-05,4.41E-05,0.000123861,2.98E-05
G22,feb,weekday,16,529,7.94E-05,6.90E-05,9.33E-05,5.23E-05,0.000129876,4.10E-05
G22,feb,weekday,17,529,7.27E-05,6.64E-05,8.68E-05,5.03E-05,0.000114158,3.75E-05
G22,feb,weekday,18,529,6.70E-05,6.23E-05,8.14E-05,4.66E-05,0.00010179,3.49E-05
G22,feb,weekday,19,529,6.67E-05,6.04E-05,7.94E-05,4.69E-05,0.000102907,3.53E-05
G22,feb,weekday,20,529,6.46E-05,5.91E-05,7.77E-05,4.69E-05,9.82E-05,3.52E-05
G22,feb,weekday,21,529,6.43E-05,5.84E-05,7.65E-05,4.46E-05,0.000100699,3.53E-05
G22,feb,weekday,22,529,6.19E-05,5.77E-05,7.55E-05,4.33E-05,9.68E-05,3.39E-05
G22,feb,weekday,23,529,6.18E-05,5.67E-05,7.60E-05,4.32E-05,9.67E-05,3.23E-05
G22,feb,weekday,24,529,6.30E-05,6.03E-05,7.59E-05,4.38E-05,9.73E-05,3.42E-05
G22,feb,weekday,25,529,6.55E-05,6.12E-05,7.76E-05,4.70E-05,9.69E-05,3.74E-05
G22,feb,weekday,26,529,6.57E-05,6.17E-05,8.09E-05,4.68E-05,0.000100061,3.75E-05
G22,feb,weekday,27,529,6.46E-05,6.10E-05,7.82E-05,4.73E-05,9.54E-05,3.88E-05
G22,feb,weekday,28,529,6.25E-05,6.03E-05,7.59E-05,4.67E-05,9.21E-05,3.68E-05
G22,feb,weekday,29,529,6.08E-05,5.68E-05,7.38E-05,4.45E-05,8.99E-05,3.59E-05
G22,feb,weekday,30,529,5.99E-05,5.61E-05,7.23E-05,4.43E-05,8.91E-05,3.52E-05
G22,feb,weekday,31,529,6.03E-05,5.58E-05,7.21E-05,4.42E-05,9.20E-05,3.49E-05
G22,feb,weekday,32,529,6.92E-05,6.51E-05,8.39E-05,5.02E-05,0.000104888,3.88E-05
G22,feb,weekday,33,529,8.00E-05,7.48E-05,9.40E-05,5.77E-05,0.000121435,4.62E-05
G22,feb,weekday,34,529,9.29E-05,8.46E-05,0.000111074,6.67E-05,0.000145977,5.31E-05
G22,feb,weekday,35,529,0.000105826,9.67E-05,0.000126679,7.32E-05,0.000164352,5.95E-05
G22,feb,weekday,36,529,0.000112085,0.000104591,0.000131955,8.21E-05,0.000169551,6.70E-05
G22,feb,weekday,37,529,0.000110107,0.000102851,0.000130816,8.24E-05,0.000161131,7.05E-05
G22,feb,weekday,38,529,0.000106629,0.000100231,0.00012471,7.92E-05,0.000154076,6.58E-05
G22,feb,weekday,39,529,0.000103207,9.55E-05,0.00011992,7.75E-05,0.00014969,6.28E-05
G22,feb,weekday,40,529,9.85E-05,9.31E-05,0.000115477,7.50E-05,0.000143124,6.19E-05
G22,feb,weekday,41,529,9.24E-05,8.78E-05,0.000108966,6.97E-05,0.000130795,5.69E-05
G22,feb,weekday,42,529,8.56E-05,8.14E-05,0.000100675,6.57E-05,0.000117976,5.06E-05
G22,feb,weekday,43,529,7.91E-05,7.37E-05,9.26E-05,6.07E-05,0.000113593,4.82E-05
G22,feb,weekday,44,529,7.21E-05,6.79E-05,8.65E-05,5.36E-05,0.000106905,4.15E-05
G22,feb,weekday,45,529,6.33E-05,5.90E-05,7.60E-05,4.51E-05,9.37E-05,3.43E-05
G22,feb,weekday,46,529,5.48E-05,4.96E-05,6.81E-05,3.88E-05,8.88E-05,2.67E-05
G22,feb,weekday,47,529,4.72E-05,4.16E-05,5.68E-05,3.17E-05,8.04E-05,2.30E-05
G22,feb,weekday,48,529,4.15E-05,3.55E-05,5.07E-05,2.60E-05,7.17E-05,1.86E-05
G22,feb,weekend,1,529,4.04E-05,3.33E-05,4.89E-05,2.38E-05,6.98E-05,1.79E-05
G22,feb,weekend,2,529,3.60E-05,2.98E-05,4.32E-05,2.10E-05,6.37E-05,1.62E-05
G22,feb,weekend,3,529,3.32E-05,2.76E-05,3.83E-05,1.96E-05,5.67E-05,1.54E-05
G22,feb,weekend,4,529,3.12E-05,2.55E-05,3.53E-05,1.83E-05,5.31E-05,1.42E-05
G22,feb,weekend,5,529,2.98E-05,2.43E-05,3.41E-05,1.75E-05,4.95E-05,1.37E-05
G22,feb,weekend,6,529,2.93E-05,2.28E-05,3.36E-05,1.67E-05,4.88E-05,1.30E-05
G22,feb,weekend,7,529,2.83E-05,2.21E-05,3.12E-05,1.66E-05,4.47E-05,1.28E-05
G22,feb,weekend,8,529,2.79E-05,2.21E-05,3.13E-05,1.64E-05,4.62E-05,1.33E-05
G22,feb,weekend,9,529,2.73E-05,2.21E-05,3.14E-05,1.65E-05,4.42E-05,1.27E-05
G22,feb,weekend,10,529,2.76E-05,2.22E-05,3.23E-05,1.63E-05,4.31E-05,1.30E-05
G22,feb,weekend,11,529,2.84E-05,2.23E-05,3.34E-05,1.65E-05,4.69E-05,1.27E-05
G22,feb,weekend,12,529,2.96E-05,2.45E-05,3.45E-05,1.72E-05,4.75E-05,1.35E-05
G22,feb,weekend,13,529,3.24E-05,2.71E-05,3.85E-05,1.89E-05,5.60E-05,1.49E-05
G22,feb,weekend,14,529,3.82E-05,3.21E-05,4.46E-05,2.25E-05,6.92E-05,1.66E-05
G22,feb,weekend,15,529,4.99E-05,4.04E-05,5.84E-05,2.71E-05,8.81E-05,1.99E-05
G22,feb,weekend,16,529,6.09E-05,4.91E-05,7.42E-05,3.35E-05,0.000107634,2.31E-05
G22,feb,weekend,17,529,7.10E-05,5.71E-05,8.74E-05,4.15E-05,0.000133233,2.79E-05
G22,feb,weekend,18,529,7.62E-05,6.76E-05,9.47E-05,4.57E-05,0.000129473,3.31E-05
G22,feb,weekend,19,529,8.10E-05,7.36E-05,0.000101872,5.35E-05,0.000132793,3.64E-05
G22,feb,weekend,20,529,8.22E-05,7.62E-05,9.82E-05,5.54E-05,0.000133024,4.03E-05
G22,feb,weekend,21,529,8.46E-05,7.76E-05,0.000104282,5.71E-05,0.000132479,4.40E-05
G22,feb,weekend,22,529,8.38E-05,7.83E-05,0.000103044,5.69E-05,0.000133529,4.25E-05
G22,feb,weekend,23,529,8.60E-05,7.86E-05,0.000105118,5.65E-05,0.000136357,4.27E-05
G22,feb,weekend,24,529,8.68E-05,8.00E-05,0.000110533,5.81E-05,0.000139497,4.08E-05
G22,feb,weekend,25,529,9.04E-05,8.55E-05,0.000110341,6.16E-05,0.000148455,4.15E-05
G22,feb,weekend,26,529,9.07E-05,8.39E-05,0.000111147,6.17E-05,0.000143437,4.46E-05
G22,feb,weekend,27,529,8.89E-05,8.09E-05,0.000111341,6.11E-05,0.000142237,4.57E-05
G22,feb,weekend,28,529,8.85E-05,8.14E-05,0.000108613,5.95E-05,0.000147353,4.26E-05
G22,feb,weekend,29,529,8.45E-05,7.85E-05,0.000105797,5.72E-05,0.000135172,4.15E-05
